#  RA   Dec   redshift   u    g   r   i   z
34.08464897 -4.380653948 0.61 25.0153 23.6481 22.311 21.4205 20.819
34.37744364 -4.380035735 0.54 25.2779 23.5207 22.0252 21.054 20.7353
34.08044715 -4.372624927 0.71 25.3742 23.8423 22.7127 21.477 20.8988
34.1634489 -4.372061601 0.77 25.0487 23.9569 22.5423 21.3315 20.7942
34.28167934 -4.371217682 0.47 24.4476 23.162 21.9263 21.3003 20.9371
34.20176668 -4.369706706 0.76 25.7809 24.7358 23.4292 22.227 21.7362
34.39402045 -4.369126687 0.57 25.5914 23.5414 21.9808 21.0267 20.5372
34.34074471 -4.368613329 0.14 24.4644 22.9406 22.2162 21.7858 21.6014
34.32782814 -4.369097412 0.46 24.0948 22.4441 21.074 20.3865 19.9758
34.27522486 -4.367361423 0.37 26.5828 24.4666 23.0747 22.4058 22.1246
34.17722361 -4.36524424 0.66 25.9676 24.6385 22.8599 21.9325 21.5291
34.23974682 -4.36586031 0.26 22.9267 21.6357 20.699 20.2132 19.9746
34.72928695 -4.364245123 0.85 25.4479 24.6075 23.1194 21.8826 21.2504
34.12618017 -4.362240478 0.33 24.4123 22.8676 21.6751 21.1618 20.7453
34.2138978 -4.356405137 0.68 25.4838 24.1249 23.0382 21.9804 21.446
34.32708519 -4.355802687 0.79 99.0 25.2636 23.1772 22.0295 21.3942
34.11752881 -4.352839093 0.51 27.2645 23.8389 22.3822 21.6742 21.1569
34.10085819 -4.352310828 0.55 25.4359 24.0054 22.6587 21.8273 21.3853
34.05229826 -4.352626274 0.86 24.6086 23.8985 22.8007 21.601 21.0267
34.1054501 -4.35143948 0.54 24.1181 22.8599 21.4723 20.7165 20.2821
34.03708725 -4.348046146 1.05 24.6705 24.0495 23.1807 22.0184 21.105
34.32588994 -4.343446548 0.82 26.1673 24.8281 23.2931 21.9536 21.1767
34.28735138 -4.342681211 0.85 25.5416 24.816 23.5468 22.1845 21.7102
34.02684648 -4.342697105 0.29 24.3357 22.8257 21.6066 21.1441 20.8275
34.79318166 -4.341098275 0.9 26.5773 25.5734 23.7818 22.471 21.7061
34.8106839 -4.341755096 0.44 25.5003 22.8365 21.4301 20.8515 20.547
34.38361815 -4.339366446 0.66 26.3824 24.9095 23.3743 22.3193 21.8675
34.09942449 -4.339734697 0.61 23.853 22.8064 21.3383 20.5246 20.0937
34.82623193 -4.338539196 0.73 26.0196 24.8708 23.7441 22.4879 22.0714
34.2893464 -4.33538243 0.71 25.2714 23.5831 22.1486 20.7788 20.3031
34.23087209 -4.333108246 0.78 99.0 25.6428 23.6957 22.3901 21.8015
34.09949594 -4.333292311 0.57 25.7715 23.8093 22.3502 21.3133 20.8939
34.12349144 -4.332106469 0.46 24.8452 23.3045 21.9767 21.3455 20.8951
34.03503175 -4.327136368 0.57 24.4031 22.9781 21.6718 20.767 20.3343
34.33803097 -4.326410857 0.6 24.6521 23.4856 22.2088 21.3021 20.9775
34.33080173 -4.323414087 0.38 26.3014 24.2076 22.7981 22.1514 21.7988
34.26255093 -4.323581258 0.49 26.6432 24.5263 23.3328 22.3841 22.1696
34.35563539 -4.321585696 0.54 24.8542 23.5499 22.1028 21.2845 20.9492
34.79311061 -4.320117132 0.8 26.0672 24.7035 23.5352 22.2129 21.3412
34.52537098 -4.318195267 0.66 27.026 24.707 23.1197 21.8753 21.3645
34.1784554 -4.317167069 0.48 26.6714 24.1618 22.6319 21.8151 21.3917
34.18586957 -4.316701439 0.53 25.732 24.4235 23.0022 22.2557 21.8717
34.21169904 -4.31344532 0.32 25.1902 23.7342 22.7008 22.1111 21.7892
34.53879179 -4.312557948 0.69 26.8431 25.1506 23.6097 22.2983 21.9371
34.79427575 -4.311934288 0.78 26.8609 25.1277 23.336 22.0111 21.2958
34.24228388 -4.311717735 0.53 25.1087 23.3849 21.8857 21.0377 20.7027
34.79040851 -4.310597824 0.76 99.0 25.0859 23.4558 22.0099 21.2276
34.79347133 -4.310391581 0.88 25.3869 24.667 23.1731 21.9119 21.2938
34.32345251 -4.309809428 0.44 24.693 22.9746 21.4618 20.7601 20.306
34.51873458 -4.309376501 0.59 25.0077 23.336 21.7194 20.7357 20.3236
34.32121025 -4.306901214 0.48 26.5896 23.6552 22.189 21.4827 21.1783
34.40469155 -4.306374199 0.57 26.0744 23.9409 22.5173 21.4702 21.0656
34.29045165 -4.305396204 0.2 24.9323 23.4882 22.7478 22.3272 21.9836
34.18795889 -4.300709832 0.51 26.01 23.951 22.4654 21.6455 21.2144
34.76742765 -4.294812661 0.83 25.9384 24.7541 22.9601 21.6553 21.0514
34.67902524 -4.293370227 0.79 99.0 25.6664 23.668 22.4453 21.7705
34.50355951 -4.290710944 0.52 26.8922 24.5763 22.9618 21.998 21.5398
34.31124694 -4.289936836 0.71 25.8163 24.5833 23.5569 22.406 22.0021
34.2634569 -4.289731466 0.8 24.4459 23.6474 22.3697 21.0449 20.6028
34.09910046 -4.288243279 0.85 25.0817 24.0059 22.4443 21.2538 20.3828
34.78405723 -4.28650607 0.65 25.8863 24.777 23.3111 22.3271 21.9634
34.0280583 -4.284658516 0.5 25.9679 23.7752 22.3488 21.5529 21.1688
34.55649742 -4.282868771 0.82 24.7974 24.0167 22.8856 21.6571 21.1606
34.94325335 -4.279055137 0.47 24.4341 22.8457 21.4583 20.7573 20.3437
34.74416121 -4.278914045 0.67 26.339 24.7903 23.3146 22.2092 21.6807
34.02558644 -4.272796694 0.78 26.4966 25.0241 23.3666 22.0091 21.4531
34.42698652 -4.270000041 0.89 99.0 25.702 23.6327 22.231 21.2867
34.90258031 -4.267694646 0.91 25.044 24.2322 23.3473 22.1156 21.2559
34.62891003 -4.266424211 0.75 25.2948 24.371 22.9837 21.7628 21.4014
34.65631757 -4.264925165 0.77 99.0 25.3273 23.602 22.2646 21.4305
34.53272424 -4.2641651 0.5 25.8067 24.3485 22.9806 22.1895 21.8917
34.55234563 -4.263400075 0.88 25.9518 24.9798 23.4372 22.2523 21.3809
34.10425476 -4.26342108 1.07 24.5203 24.0905 22.9025 21.6916 20.6902
34.69055526 -4.262716812 0.77 99.0 25.5393 23.6368 22.244 21.7207
34.21400174 -4.26269042 0.85 25.2467 24.2466 23.0106 21.7311 20.9544
34.32111808 -4.262222122 0.79 27.8135 25.0689 23.3715 22.0659 21.0408
34.44886553 -4.262780631 0.71 25.7779 24.689 23.3051 22.0393 21.7317
34.96016287 -4.262968855 0.63 25.8705 23.6688 22.1938 20.9734 20.5387
34.43081221 -4.260279652 0.85 24.8277 24.0672 22.7543 21.6266 20.9805
34.10538159 -4.257080588 0.95 25.5129 24.8248 23.3003 22.0262 21.2444
34.31371268 -4.256615749 0.74 26.4956 25.0747 23.6155 22.3452 21.7968
34.37562959 -4.256567813 0.51 24.8902 23.618 22.309 21.6146 21.2181
34.14032803 -4.255560428 1.15 26.1761 25.3412 23.7051 22.3986 21.5345
34.36547142 -4.254986936 0.28 25.0865 23.6193 22.5752 22.0707 21.7611
34.68906499 -4.255298717 0.71 24.6381 23.4868 22.4056 21.2732 20.8532
34.58933278 -4.253965433 0.51 25.7283 24.3822 23.1233 22.3736 22.0131
34.10102505 -4.255113228 0.32 23.3566 21.6704 20.418 19.8623 19.508
34.09864088 -4.253479567 0.16 24.3098 22.8346 22.0526 21.6533 21.3807
34.08138449 -4.251762226 0.71 25.4213 24.4822 23.167 21.9007 21.681
34.20065711 -4.250232164 0.59 25.5431 24.2736 23.0298 22.0568 21.778
34.94529954 -4.250001235 0.94 25.6281 25.142 23.6442 22.3576 21.754
34.91689888 -4.249930324 0.55 27.2133 24.7886 23.2055 22.2416 21.6858
34.24013958 -4.24926129 0.82 25.4485 24.4347 23.1798 21.9404 21.2535
34.60196105 -4.249184659 0.89 25.4988 24.6667 23.2904 21.9586 21.2294
34.86638511 -4.249544925 0.44 24.8991 22.9787 21.4934 20.8164 20.5202
34.81839729 -4.248389943 0.64 25.32 23.6251 22.163 21.0376 20.5952
34.29176461 -4.247587294 0.92 26.1023 25.1252 23.5062 22.2541 21.301
34.12806922 -4.245695397 0.63 25.9224 24.3581 23.1322 21.9965 21.5955
34.02279879 -4.245262565 0.6 26.0379 23.5619 22.0246 20.7845 20.3991
34.44296633 -4.243091769 0.53 25.6024 23.9561 22.4871 21.6385 21.2376
34.07144836 -4.24278758 0.71 25.8534 24.4703 23.2559 22.0652 21.5032
34.46827002 -4.241772568 0.52 25.8422 23.1427 21.6572 20.6657 20.2304
34.64598604 -4.2392844 0.57 26.4898 24.7947 23.4031 22.4653 21.9875
34.95210716 -4.241044729 0.5 24.0391 22.0215 20.4284 19.6539 19.3031
34.34902311 -4.238974958 0.41 24.5919 22.7601 21.3519 20.6717 20.3671
34.07384053 -4.239387307 0.68 27.4421 24.6564 23.0292 21.6618 21.2444
34.86077145 -4.237932626 0.53 25.7606 23.9083 22.4637 21.5485 21.0607
34.22827745 -4.237482646 0.35 24.8521 23.4264 22.149 21.6845 21.3448
34.51336917 -4.237519643 0.52 24.7368 23.214 21.8062 20.991 20.6146
34.66035696 -4.235608013 0.46 25.0306 23.0635 21.5718 20.8529 20.5483
34.81486831 -4.2335404 0.95 24.9804 24.4209 23.3618 22.1719 21.4922
34.0337225 -4.232759962 0.16 24.0105 22.44 21.6063 21.1751 20.8522
34.81738254 -4.231756981 0.84 25.1924 24.3347 23.1053 21.8814 21.2557
34.25952873 -4.231405008 0.81 25.1811 24.1088 22.9819 21.7962 21.092
34.3471016 -4.228776158 0.9 25.1245 24.5225 23.2709 22.0963 21.4805
34.58082401 -4.22881082 0.8 26.7595 25.048 23.4448 22.223 21.3891
34.26091114 -4.228864243 1.05 25.5424 25.0288 23.5303 22.2625 21.3249
34.48379024 -4.22729968 0.43 25.6231 23.1339 21.6542 21.0012 20.7838
34.87536653 -4.225530435 0.7 25.6639 24.2853 23.1111 21.9861 21.4063
34.73215361 -4.224577607 0.46 24.8303 23.3323 21.9528 21.2809 20.9239
34.27116663 -4.224310327 0.93 24.9291 24.279 23.2695 22.1031 21.3804
34.87728865 -4.224896188 0.67 26.2714 24.1737 22.6402 21.3938 20.8704
34.59498821 -4.223800122 0.48 24.8408 23.557 22.3021 21.6315 21.3092
34.63459062 -4.222124252 0.55 25.318 23.7744 22.3091 21.5543 20.8869
34.78612767 -4.219987526 0.95 24.9029 24.274 23.0328 21.8819 21.0792
34.22214435 -4.217740578 0.45 25.3721 23.8588 22.2669 21.5867 21.3238
34.07315625 -4.21675632 0.16 23.8105 22.3364 21.5562 21.1089 20.9222
34.37630508 -4.215813249 0.24 24.558 23.2175 22.3001 21.8539 21.6641
34.19614124 -4.215334256 0.56 25.6979 24.0133 22.5047 21.5921 21.2121
34.30598576 -4.214630698 0.65 26.9695 24.7341 23.1268 21.864 21.4599
34.60833453 -4.21423742 0.24 25.454 23.9555 22.8625 22.3779 22.2638
34.13586178 -4.213968503 0.51 25.5865 24.3199 22.9084 22.1483 21.9193
34.52240485 -4.213161213 1.07 25.2053 24.8383 23.5644 22.3847 21.4282
34.66521363 -4.212862218 1.06 24.9917 24.5543 23.5655 22.2917 21.3708
34.09875879 -4.212966248 0.25 23.5978 22.2408 21.4171 20.9831 20.5051
34.17735169 -4.208981491 0.46 27.3318 24.305 22.9338 22.221 21.9675
34.12587567 -4.209351685 0.41 24.9057 22.7806 21.2197 20.5634 20.1857
34.76933899 -4.207573163 0.3 25.1372 23.2704 22.0641 21.5338 21.2634
34.13854748 -4.203943589 0.43 25.5122 23.3944 21.8272 21.0703 20.6505
34.76873541 -4.20366542 0.64 26.9187 24.1981 22.6993 21.35 20.9968
34.71125426 -4.20280178 0.57 24.914 23.7741 22.3086 21.6079 21.0093
34.33470873 -4.203207826 1.17 25.4464 25.801 23.3468 21.9643 21.03
34.79686746 -4.199948661 0.45 25.1171 22.83 21.2914 20.5284 20.0875
34.40385423 -4.199384532 0.62 25.9504 24.1154 22.6388 21.552 21.0658
34.46300984 -4.197645778 0.64 26.8836 25.0159 23.5262 22.2844 21.9951
34.86418679 -4.196432716 0.83 25.7861 24.9469 23.4587 22.3323 21.7031
34.04357263 -4.195244207 0.17 24.0856 22.6093 21.8088 21.3678 21.1489
34.2377212 -4.195042039 1.01 25.1443 24.7691 23.6426 22.3935 21.638
34.88786804 -4.194536944 0.52 24.9081 23.6128 22.3127 21.5664 21.1834
34.09553208 -4.194764639 1.02 24.9907 24.4984 23.4071 22.1636 21.336
34.34902434 -4.193771991 0.31 25.3181 23.5048 22.2937 21.6994 21.3925
34.04955626 -4.19375727 0.29 23.7705 22.1051 20.8748 20.3407 20.0622
34.08923709 -4.1928003 0.6 25.4614 24.1504 22.9345 21.9624 21.5963
34.0288578 -4.19255525 0.2 24.8717 23.4781 22.5927 22.1497 22.0954
34.77656777 -4.19142883 1.1 25.7367 25.5339 23.6177 22.3165 21.2536
34.55293614 -4.191059069 0.76 26.4052 25.1639 23.722 22.3466 21.8566
34.3631709 -4.19042466 0.27 24.2523 22.6347 21.4664 20.9163 20.6796
34.36544512 -4.18821624 0.86 25.3583 24.4552 23.3175 22.1165 21.3768
34.05028425 -4.187701358 0.3 24.1473 22.6056 21.4938 20.9553 20.6121
34.44158713 -4.185929916 0.29 23.5753 21.7754 20.5564 19.9879 19.7849
34.03483722 -4.185489523 0.49 24.8017 23.2243 22.1038 21.4283 20.8549
34.93194164 -4.182859893 0.85 26.1085 24.9991 23.3189 21.8963 21.2608
34.21999104 -4.182835169 0.76 25.5361 24.4698 23.089 21.7899 21.323
34.88809439 -4.182353849 0.81 24.5748 23.7948 22.6615 21.4162 20.9575
34.49516593 -4.181004861 0.71 26.6661 24.7336 23.0731 21.7102 21.2867
34.08089803 -4.180802491 0.54 26.8385 24.5019 23.0179 22.0016 21.4562
34.96937781 -4.179741444 0.56 26.4032 24.5268 23.066 22.0295 21.6515
34.48027403 -4.181122591 0.74 24.9799 23.7522 22.3644 21.1495 20.6175
34.29222004 -4.177232551 0.86 27.1101 25.4604 23.4415 22.0982 21.2168
34.17040339 -4.176472291 0.47 24.7164 22.8183 21.3118 20.5399 20.1495
34.40544826 -4.175919328 0.62 26.7678 24.6913 23.1935 22.1015 21.6069
34.34893038 -4.175603593 0.49 26.6519 24.6697 23.2282 22.4587 22.0107
34.75496338 -4.175459404 0.76 25.6257 24.3001 22.8438 21.4866 20.9372
34.49235467 -4.175303181 0.68 25.9362 23.9988 22.6158 21.3757 20.8219
34.36587698 -4.173770329 0.56 25.7992 24.4653 22.9793 22.1697 21.7577
34.97425238 -4.172362192 0.79 25.8008 24.3475 22.8269 21.5925 20.8355
34.14764837 -4.168687283 0.16 24.6717 23.2013 22.4618 22.0861 22.0254
34.24682365 -4.167834896 0.7 26.0888 24.4648 22.9147 21.7045 21.2103
34.68003098 -4.168555781 0.36 24.6286 22.6819 21.2886 20.5895 20.3363
34.07495851 -4.16632586 0.55 25.8139 23.8845 22.4086 21.4095 21.0424
34.28965515 -4.165611254 0.57 26.3877 24.6539 23.3148 22.2601 21.9703
34.14600685 -4.165204039 0.68 25.5317 23.6619 22.3006 21.0543 20.5096
34.05865563 -4.163875045 0.71 25.4253 23.7782 22.1937 20.9504 20.477
34.44670315 -4.162741986 0.19 24.0699 22.4472 21.5139 21.046 20.7785
34.890928 -4.160449662 0.54 26.1931 24.314 22.9562 21.9042 21.6207
34.03662389 -4.158638573 0.69 26.2627 25.0221 23.7537 22.4802 22.201
34.71863187 -4.158135545 0.88 25.2934 24.442 23.0246 21.5471 20.9419
34.9726563 -4.155821272 0.67 27.3078 24.4326 22.7577 21.526 21.0189
34.24945135 -4.15576199 0.64 27.0134 24.8761 23.2087 21.984 21.6645
34.30541739 -4.155692926 0.87 99.0 25.518 23.5749 22.079 21.1467
34.35553376 -4.155449408 0.74 25.0259 23.9526 22.5985 21.3691 20.9424
34.05253349 -4.154411706 0.77 26.2313 24.7673 23.152 21.7361 21.2054
34.34425973 -4.154759669 0.97 99.0 25.8229 23.4053 22.0525 21.151
34.42027229 -4.153481776 1.22 25.0138 24.3258 22.8802 21.5152 20.6312
34.35159854 -4.152142161 0.74 25.4544 24.2184 23.2708 21.9751 21.5029
34.49999028 -4.149724994 1.0 24.6372 24.1096 22.6019 21.2758 20.5367
34.06526371 -4.148857775 0.54 24.3858 23.2018 21.8931 21.1722 20.7191
34.46480635 -4.147733543 0.66 26.2356 24.7292 23.1129 22.0891 21.5966
34.22317692 -4.146112077 0.8 25.7376 24.765 23.3438 22.0961 21.524
34.44518811 -4.145294015 0.53 25.2393 23.5119 22.1509 21.2437 20.8899
34.33121928 -4.144506474 0.76 26.2141 24.7398 23.2469 22.0186 21.3344
34.21902897 -4.142929953 0.54 25.3905 23.519 22.0208 21.0323 20.6826
34.74158785 -4.142361845 0.43 24.5471 22.8146 21.3406 20.6247 20.254
34.16361205 -4.14229505 0.48 24.1299 22.6798 21.2629 20.5864 20.1905
34.18780922 -4.140706844 0.61 26.1329 24.0873 22.6338 21.4913 21.0879
34.9143143 -4.140056049 0.79 26.4408 24.7888 23.1526 21.7857 20.977
34.93239259 -4.135191274 0.71 27.2185 25.312 23.5818 22.431 21.8122
34.1425669 -4.135004938 0.91 25.4829 24.9037 23.6541 22.3275 21.7583
34.1048931 -4.134094963 0.99 25.2721 24.8876 23.4247 22.1545 21.447
34.08509118 -4.133485032 0.69 99.0 25.3384 23.6384 22.3665 21.8512
34.40727629 -4.133643478 0.52 24.6401 23.0172 21.5066 20.6852 20.3274
34.50005066 -4.132526184 0.38 25.587 24.0119 22.6716 22.1224 21.7476
34.7429341 -4.131855596 0.72 25.3637 24.4372 23.2531 22.1883 21.7717
34.43573928 -4.130865229 0.91 24.8375 24.0646 22.6615 21.3313 20.556
34.47683905 -4.12934759 0.32 26.2753 24.3446 23.1371 22.4971 22.2105
34.38669504 -4.123617839 0.67 26.9484 24.8369 23.312 22.117 21.5686
34.89446968 -4.121888359 0.83 26.6029 25.284 23.6237 22.4457 21.6555
34.33677551 -4.119895287 0.53 25.1535 24.0136 22.695 21.9913 21.6553
34.72243282 -4.119784431 0.82 99.0 25.2495 23.2837 22.0034 21.1546
34.41415908 -4.119741814 0.32 24.5329 23.1224 22.0577 21.4523 21.205
34.73420722 -4.117099671 0.96 26.3747 25.5593 23.4932 22.0725 21.3841
34.93603152 -4.117091954 0.68 25.6763 24.2453 22.8956 21.7177 21.2897
34.74120181 -4.116409672 0.54 25.3432 24.0819 22.7126 21.9569 21.5437
34.29145329 -4.115648216 0.67 25.2982 23.933 22.4703 21.3515 20.9426
34.9539648 -4.114912795 0.78 26.3144 25.0476 23.5039 22.1314 21.5483
34.24987837 -4.114782169 0.5 25.0948 23.5334 22.1448 21.3413 20.9713
34.49146595 -4.110601137 0.52 27.2519 24.8448 23.3628 22.3876 21.9186
34.22375997 -4.110414139 0.55 25.0204 23.7293 22.5004 21.6578 21.3204
34.95275313 -4.110103683 0.63 99.0 25.1899 23.6981 22.4295 22.023
34.91113882 -4.110247453 0.75 26.7062 24.8591 23.2011 21.8071 21.1276
34.22672156 -4.110067733 0.7 99.0 24.5771 22.8676 21.5473 21.0665
34.11139479 -4.110141922 0.6 99.0 24.6433 23.1577 21.9787 21.5157
34.46983875 -4.109785104 0.45 25.088 23.4654 22.1472 21.4646 21.1258
34.10341184 -4.108898251 0.6 25.5263 23.3971 21.8995 20.7785 20.3714
34.64956897 -4.107710873 0.39 25.972 24.3152 22.8791 22.2577 21.9827
34.17656449 -4.104297181 0.83 25.2876 24.354 23.343 22.2934 21.607
34.44232731 -4.104113696 0.88 25.691 24.9159 23.1608 21.7537 21.2255
34.9102479 -4.103233868 1.41 25.0058 24.0877 23.5152 22.282 21.5066
34.15278527 -4.103056571 0.91 24.661 23.972 22.9432 21.7933 21.0529
34.14844386 -4.100100479 0.91 25.8254 24.8118 23.6279 22.3377 21.2033
34.11190708 -4.099679439 0.65 25.2269 24.0498 22.6246 21.5889 21.2222
34.71047252 -4.098768885 0.63 24.5142 23.2053 21.8816 20.8503 20.4754
34.88391044 -4.094612141 0.83 99.0 24.915 22.8623 21.4964 20.7594
34.68997519 -4.09100453 0.56 26.4581 24.5656 23.313 22.2986 21.8758
34.94582906 -4.091073788 0.57 25.3223 23.4567 21.9549 20.9231 20.5198
34.11593544 -4.089664393 0.64 24.6807 23.2552 22.3677 21.2462 20.9879
34.20841758 -4.088134542 0.71 25.0079 23.8564 22.4929 21.3408 20.8817
34.43276888 -4.087653413 0.75 23.6336 22.6561 21.5667 20.3167 19.8832
34.17088624 -4.085495658 0.66 25.6743 24.2544 23.4011 22.3233 21.9922
34.76591504 -4.084584808 0.9 25.9467 25.311 23.9126 22.4096 21.9127
34.6769017 -4.08346618 0.54 27.1767 24.7592 -99.0 22.1378 21.7661
34.65742315 -4.08368502 0.46 24.7655 23.1592 21.716 21.0286 20.6334
34.18292298 -4.081883921 0.78 26.9429 25.2322 23.3109 22.0306 21.411
34.97482801 -4.081371878 0.64 26.0752 24.5913 23.2123 22.1094 21.7235
34.90455618 -4.082130721 0.54 26.6964 23.9786 22.4162 21.3001 21.0462
34.39753596 -4.076586624 0.52 26.5665 23.9293 22.3942 21.4269 20.9814
34.12912624 -4.075517909 0.72 25.1516 23.7505 22.6532 21.3595 20.828
34.117486 -4.074755752 0.17 23.8319 22.4116 21.6418 21.2529 21.0139
34.9352671 -4.072415423 0.69 26.2024 24.4822 23.1504 22.0999 21.2481
34.76612233 -4.071400279 0.63 27.5831 24.8076 23.1293 21.9397 21.5604
34.36121299 -4.070808685 0.54 24.3297 23.0899 21.6992 20.9097 20.5665
34.7949682 -4.069277468 0.8 25.141 24.1336 22.8227 21.5362 20.9126
34.87731076 -4.068779327 0.59 26.4039 24.1604 22.7082 21.591 21.2161
34.96323147 -4.067272762 0.74 27.0048 25.198 23.8277 22.3131 21.725
34.92744364 -4.066288788 0.47 23.3932 22.2079 20.893 20.2612 19.9433
34.92372681 -4.067054454 0.6 24.6027 23.3015 22.1281 21.1841 20.7671
34.28202266 -4.065071265 0.7 26.8013 24.7167 23.323 21.9067 21.4409
34.20919117 -4.065459724 0.32 24.0363 22.6491 21.4948 20.9629 20.7136
34.34997082 -4.064978653 0.63 26.8605 24.6725 23.0271 21.7578 21.508
34.83291712 -4.064002676 0.62 27.8657 24.684 23.1447 21.9299 21.5216
34.86962164 -4.063641816 0.67 26.3361 24.5936 23.0262 21.8629 21.4145
34.83477787 -4.063721935 0.75 25.0048 23.933 22.5677 21.3299 20.861
34.85480416 -4.062231939 0.65 27.4329 25.289 23.6053 22.467 21.9784
34.30369737 -4.062373813 0.76 26.6579 25.106 23.6031 22.2521 21.6567
34.39751319 -4.059519109 0.86 26.5735 25.4514 23.651 22.3201 21.6659
34.77423315 -4.059228945 0.78 24.9332 24.1785 -99.0 21.7668 21.3723
34.92500111 -4.059045765 0.68 25.2963 23.8585 22.3721 21.2079 20.7857
34.48566699 -4.058813398 0.74 24.9069 23.8441 22.6847 21.5819 21.0272
34.24167457 -4.058252671 0.68 25.2002 23.8266 22.3613 21.1599 20.7793
34.77493171 -4.057025267 1.45 25.134 24.5623 23.9015 22.3117 21.8504
34.12116641 -4.056165129 0.62 25.3508 24.069 22.7164 21.7402 21.3344
34.39338634 -4.051413938 0.81 26.6472 25.3071 23.5672 22.239 21.6397
34.88794532 -4.049885137 0.66 25.0985 23.9493 22.6496 21.5868 21.2284
34.86951444 -4.046786297 1.22 26.1224 25.4832 23.9623 22.4999 21.7084
34.10974847 -4.046428415 0.71 26.0747 24.5009 23.0793 21.7341 21.2902
34.49261153 -4.045892496 0.72 26.3603 24.7686 23.1908 21.9843 21.4236
34.17477209 -4.045365039 0.85 26.0796 24.788 22.9868 21.6788 20.8953
34.71312625 -4.045420739 0.75 99.0 24.9314 23.1856 21.8157 21.1545
34.79724044 -4.045101616 0.46 25.8582 24.3658 23.0445 22.3296 22.0597
34.32790267 -4.045106384 0.68 25.5521 24.3902 23.3253 22.2495 21.913
34.88832041 -4.044910032 0.77 25.6772 24.4969 22.9834 21.5392 21.0756
34.82179422 -4.042664021 0.88 23.8988 23.1781 22.1582 20.9913 20.3186
34.92815641 -4.040848075 0.44 24.3091 22.6844 21.3349 20.6288 20.3481
34.66920164 -4.039073289 0.79 27.404 25.7256 23.8413 22.3999 21.749
34.9651812 -4.038765714 0.23 24.6155 23.1928 22.243 21.7589 21.5312
34.22206067 -4.036258073 0.91 26.0575 25.3294 23.4864 22.2382 21.6098
34.79889412 -4.03671302 0.37 26.3936 24.2832 22.936 22.2611 21.9235
34.7671929 -4.03584855 0.6 26.1509 24.6471 23.2624 22.3161 21.8049
34.47309696 -4.03540082 0.62 25.4072 23.9472 22.5733 21.5708 21.1104
34.95041601 -4.035224183 0.97 25.8137 24.992 23.0963 21.8147 20.9833
34.11638447 -4.034541364 0.7 26.398 24.7775 23.6001 22.3802 21.8113
34.33974246 -4.035850644 0.45 23.8304 22.3325 20.9745 20.3287 19.9753
34.8084863 -4.034197245 0.75 27.3117 25.3174 23.6082 22.1832 21.5618
34.0976366 -4.034223976 0.72 99.0 25.2431 23.6425 22.2027 21.6703
34.32259094 -4.034455878 1.16 26.084 25.3228 23.6303 22.2314 21.5024
34.3235744 -4.033310095 0.83 25.3351 24.4461 23.0684 21.8861 21.2631
34.10367334 -4.031931604 0.5 26.57 23.9726 22.5959 21.5953 21.167
34.6782393 -4.032182212 0.33 23.7925 22.5052 21.4567 20.8677 20.5978
34.50599102 -4.030683679 0.8 26.2041 25.2469 23.5572 22.2896 21.8546
34.73428589 -4.02942727 0.5 25.1202 23.6214 22.3552 21.5341 21.2472
34.43853573 -4.028627876 0.48 26.167 23.9732 22.5763 21.5948 21.5907
34.79789629 -4.026822334 0.45 26.9441 24.3049 22.85 22.1619 21.7944
34.80560928 -4.025080447 0.68 26.5921 25.0645 23.573 22.3323 21.9723
34.45122604 -4.023204145 0.79 26.6963 25.289 23.6131 22.1768 21.6699
34.63228576 -4.022847802 0.41 25.4216 23.637 22.2025 21.5445 21.2184
34.57023381 -4.022288778 0.29 24.9172 23.4325 22.3648 21.8832 21.4938
34.28931973 -4.019963971 0.54 26.5182 24.6579 23.0659 22.1726 21.7578
34.45926218 -4.018622411 0.73 26.7889 24.6043 22.9657 21.5497 20.9648
34.798615 -4.018353278 0.48 24.9465 23.6338 22.3555 21.7042 21.3326
34.80011518 -4.018979698 0.4 24.7449 22.6726 21.1664 20.4616 20.0683
34.81360243 -4.01800067 0.5 24.4382 22.9515 21.6128 20.91 20.4311
34.15249934 -4.016806077 0.67 25.6829 24.7047 23.3807 22.4899 22.0243
34.89561984 -4.015921514 0.7 25.0708 23.7157 22.3386 21.1047 20.6713
34.79184009 -4.015580642 0.53 27.4707 24.1241 22.4666 21.7075 21.3784
34.44467838 -4.015315473 0.13 23.7451 22.2619 21.5985 21.1998 21.0761
34.76830372 -4.014932162 0.72 25.1758 23.8347 22.8076 21.5908 21.0434
34.6215277 -4.013873431 0.71 27.1117 25.1731 23.5049 22.1012 21.6878
34.61714484 -4.01426987 0.79 26.2938 24.4776 22.5878 21.1987 20.5102
34.90115281 -4.012262801 0.75 27.1079 25.0913 23.5113 22.236 21.3174
34.57891185 -4.011928252 0.78 25.4708 24.2737 23.0672 21.6945 21.0372
34.83177308 -4.010907093 0.44 25.1595 23.558 22.1966 21.5433 21.1889
34.72663102 -4.010610005 0.74 99.0 25.3826 23.8548 22.3236 21.6874
34.9197416 -4.009574845 0.17 24.6255 22.9857 22.0971 21.6572 21.4633
34.40507517 -4.008156197 0.88 25.4357 24.7383 23.4993 22.3555 21.7007
34.50211044 -4.006180789 0.74 26.4508 24.7711 23.1693 21.8072 21.3528
34.62240062 -4.004864642 0.37 23.2322 21.9112 20.7243 20.1682 19.8252
34.30696562 -4.003688342 0.68 27.3272 24.4285 22.8771 21.5302 21.0434
