# ra  dec  z  mag_u  mag_g  mag_r  mag_i  mag_z
238.243928592048  -0.212191288980548  0.327842  23.9517  20.88706  19.27903  18.69975  18.35123
238.251277363475  -0.221534150427143  0.293606  22.3024  20.44944  18.92914  18.36194  17.98647
238.145720781283  -0.248264118817055  0.351911  23.20528  21.11701  19.39882  18.87003  18.44338
238.260406872933  -0.399532650901642  0.326511  22.60114  20.41424  18.77217  18.19284  17.86216
238.378545191239  -0.24659334190578  0.445426  23.96652  21.12348  19.38193  18.60019  18.22749
238.511829310099  -0.274699038309938  0.349263  22.93158  20.75123  19.06694  18.45132  18.12674
238.568205653155  -0.377376837775823  0.306822  23.51836  20.09005  18.4805  17.95451  17.60011
238.615069592746  -0.297634396642867  0.304025  22.87249  20.2774  18.69802  18.12272  17.73833
238.676822708894  -0.260569112898189  0.279141  22.36527  19.64773  18.12126  17.54601  17.18386
238.631444766419  -0.325012975511576  0.329957  23.10573  20.91188  19.27863  18.71467  18.39124
238.828133846669  -0.323637105700397  0.357701  22.73954  21.03494  19.19407  18.61214  18.24395
239.136593621264  -0.401421360089989  0.336362  22.31547  20.65628  18.98022  18.40764  18.07617
239.05185956032  -0.257820742099334  0.360672  22.26559  20.5482  18.78195  18.16364  17.76473
239.104998557189  -0.237440734459948  0.309961  21.62012  20.1373  18.58992  17.99201  17.59247
239.149025993323  -0.235083140102131  0.358208  22.18345  21.05341  19.09421  18.51723  18.22877
239.371439777288  -0.294748622899226  0.300832  23.81478  20.53933  19.00454  18.44313  18.12259
239.548727519513  -0.327087507771475  0.367326  23.46079  21.19265  19.39547  18.76272  18.4756
239.494001779953  -0.413569769417297  0.341809  22.83198  20.37409  18.6524  18.05406  17.71887
239.48164923826  -0.286908926005213  0.309509  22.26531  20.7063  19.14678  18.58428  18.32096
239.792678960648  -0.25830730476089  0.253312  21.49605  18.90176  17.40642  16.87804  16.51088
240.522993356669  -0.279101499230066  0.325211  23.4046  20.26503  18.62128  18.04798  17.70958
240.554471150631  -0.411727632705794  0.277132  23.21352  19.89013  18.38051  17.83582  17.45713
240.726580154643  -0.215147634400775  0.396617  24.4227  20.99021  19.1709  18.49411  18.08897
240.668162038818  -0.232525607179431  0.315343  21.46601  20.27647  18.66427  18.09085  17.73566
240.715390774142  -0.204750087728906  0.485209  25.16347  20.95073  19.04318  18.15121  17.72368
240.721059441738  -0.284634300428707  0.45833  24.29533  20.91745  19.17747  18.36463  17.97596
240.736801906365  -0.219569687450074  0.349088  23.95542  20.6459  18.89552  18.29727  17.94735
240.829481319629  -0.316717614778398  0.33283  23.57531  20.90317  19.20076  18.6312  18.30348
240.89994268883  -0.224342485818811  0.310541  25.12398  20.56168  18.98026  18.41354  18.06019
241.080884562583  -0.258356390482364  0.316692  23.0191  20.19461  18.56678  17.99331  17.6574
241.050770648276  -0.323330149205345  0.297648  23.27224  20.44878  18.91213  18.39095  18.03057
240.999649159404  -0.353866696434896  0.372089  22.89163  21.35081  19.3281  18.72043  18.28503
241.038838855765  -0.265136175532814  0.394138  22.08726  21.10888  19.33192  18.65541  18.33578
241.042018721881  -0.264548623372968  0.346502  22.00028  20.84273  19.10247  18.52553  18.19353
241.268569104273  -0.288100268404328  0.409861  22.09798  21.27228  19.4205  18.72341  18.36304
241.307770132762  -0.294170490478658  0.454992  21.67676  21.02304  19.24725  18.44696  18.09056
241.357587971691  -0.341546995053074  0.297887  23.33633  20.69516  19.18236  18.63176  18.33094
241.98216556763  -0.335336720832818  0.366657  23.82764  21.16587  19.42964  18.81571  18.46919
242.325120960157  -0.29508136991973  0.29471  22.06814  20.12791  18.56536  17.98059  17.60043
242.392641066101  -0.291053219480918  0.319061  23.18026  20.8163  19.14865  18.63068  18.22668
242.55002531501  -0.338705416888695  0.307357  23.13165  20.24941  18.66643  18.13451  17.87789
242.556438611028  -0.329896666478328  0.324174  23.50002  20.2036  18.52072  17.9624  17.63686
242.535658087902  -0.346986007987111  0.319132  25.28988  20.66732  19.081  18.54761  18.23142
242.539992150182  -0.346453181348057  0.286641  24.0424  19.91048  18.35935  17.80944  17.49022
242.595195109791  -0.237186816825086  0.30599  22.80462  20.22222  18.61525  18.10032  17.75806
242.715262090025  -0.245075191603374  0.282254  24.22053  20.43471  18.93161  18.41597  18.06007
242.787566251207  -0.378807319029123  0.318378  21.31135  20.37694  18.77377  18.20954  17.86096
242.776696520574  -0.313273976190947  0.348997  23.46986  20.99709  19.26503  18.72301  18.27627
242.850249476381  -0.298539315255097  0.310142  25.22829  21.05168  19.48181  19.00524  18.54489
242.885788964292  -0.256623823091588  0.34445  22.28256  20.76744  18.98281  18.41177  18.07164
242.935199653631  -0.226922325733134  0.29437  22.56853  20.1321  18.58712  18.0371  17.64001
243.056592904765  -0.292567762333835  0.282197  21.78282  19.79362  18.30325  17.79193  17.51331
243.053976244619  -0.225060907704746  0.302566  24.28672  20.37013  18.77472  18.25512  17.94178
243.17225713513  -0.292104625640071  0.369985  25.91187  20.82155  19.14194  18.49119  18.1208
243.236261601645  -0.232372083731806  0.346738  22.42627  20.39692  18.62155  18.01846  17.75495
243.419274958438  -0.286062197004648  0.298644  21.84955  20.25967  18.72557  18.17153  17.87309
243.701670683924  -0.263641532169558  0.28905  21.58668  19.92522  18.38529  17.86681  17.55357
244.401646291658  -0.384869489930945  0.360673  21.77756  20.1416  18.33243  17.69872  17.33882
244.475355109281  -0.257236752083476  0.397463  24.05964  21.14982  19.31137  18.64351  18.25291
244.471178324981  -0.36862530359539  0.339887  23.44219  20.58465  18.84314  18.27372  17.95215
244.50561841014  -0.298728713203552  0.404159  23.67591  21.26728  19.48608  18.81814  18.35368
244.402140468394  -0.250750823352318  0.309718  22.76247  20.33897  18.71284  18.20778  17.9117
244.40904664864  -0.404380937087579  0.381723  22.0826  20.24272  18.37656  17.71188  17.35405
244.57529737615  -0.206162889259797  0.366202  22.56904  21.10775  19.26402  18.63336  18.3469
244.573638217903  -0.370178204463427  0.353112  23.95351  19.70495  17.9446  17.31788  16.88066
244.637718608041  -0.238231738328046  0.330312  22.34208  20.54186  18.93369  18.32065  17.94057
244.805314622518  -0.274636864586249  0.422523  22.2002  21.16652  19.19685  18.47019  18.05568
244.833790717276  -0.336895733907972  0.382481  22.90293  21.54313  19.64858  19.021  18.65022
244.853498995475  -0.35582542259024  0.389955  25.7228  21.35945  19.55003  18.89443  18.56324
245.415905584727  -0.392186910835525  0.386282  22.0418  21.02747  19.01118  18.36976  18.02678
245.922702666146  -0.247450484025795  0.338634  22.96317  21.06386  19.39223  18.83231  18.47511
246.279598925515  -0.348618833604836  0.407173  21.91623  20.70371  18.69114  17.97972  17.56744
246.243182873119  -0.349069213373214  0.428237  24.22749  20.85857  19.14099  18.39604  17.94725
246.315938254512  -0.307709658437249  0.397761  24.50899  21.21433  19.37565  18.69418  18.2645
246.583824728798  -0.279922161186809  0.350301  22.94798  20.65666  18.9004  18.33041  17.92916
246.725334139448  -0.274082932522621  0.284375  21.46195  19.93883  18.4326  17.91826  17.59539
246.773736188352  -0.2613754107978  0.334217  22.67623  20.82811  19.09903  18.55825  18.28749
246.894363411537  -0.380939854741346  0.341884  23.54348  21.09784  19.32266  18.75571  18.42524
246.998001146031  -0.389773156573894  0.371029  22.88714  21.27622  19.379  18.90261  18.56416
247.178298616699  -0.408833572656913  0.359759  22.64533  20.83031  18.97512  18.39235  18.01152
247.260508596151  -0.303671458844384  0.277853  22.67626  19.96408  18.43548  17.89689  17.6236
247.468924804653  -0.24430158425938  0.400988  22.50091  20.62288  18.8688  18.17878  17.80007
247.510747049568  -0.205027498552578  0.311603  21.9497  20.43568  18.85968  18.3152  18.02686
247.759837485766  -0.210121562601867  0.339958  22.09318  19.55138  17.66673  17.1004  16.72107
247.824109765222  -0.346383681258337  0.360045  24.97759  21.19058  19.37907  18.8029  18.43843
247.90973389623  -0.271806563518125  0.327456  21.08633  18.983  17.26302  16.67977  16.31636
247.921617211547  -0.307664299111199  0.350896  25.47135  20.71391  18.98251  18.39667  18.07587
247.977871461608  -0.37954999345552  0.342282  22.77559  20.55048  18.80241  18.19887  17.87463
247.96828890711  -0.272972588473199  0.366754  23.23496  21.18152  19.37014  18.78868  18.34197
248.004287769247  -0.313600503367892  0.33848  23.6827  21.14888  19.44387  18.93365  18.63209
248.094248479066  -0.368987442756923  0.331841  22.5496  20.83187  19.1708  18.62597  18.24001
248.198733618412  -0.243236216603896  0.421918  23.6381  21.28516  19.22037  18.4777  18.15945
248.163920976518  -0.257730088245328  0.371346  25.77268  21.26662  19.55144  18.9611  18.52194
248.393151507417  -0.271298068789085  0.331027  22.83221  20.55931  18.92961  18.34084  17.99306
248.449571769805  -0.360423167780623  0.314715  21.97526  20.27563  18.69435  18.09121  17.73236
248.544300468783  -0.397316224554985  0.36072  23.27663  20.40081  18.60054  17.96809  17.60513
248.650969915032  -0.41116115133861  0.358944  24.1649  20.68443  18.91212  18.27553  18.01293
248.664892108164  -0.252844292344199  0.353313  25.17203  20.96591  19.24565  18.64741  18.31133
248.680983898179  -0.299291647517695  0.368944  23.16219  21.00812  19.32714  18.73445  18.30844
248.75196069781  -0.288631227476646  0.295242  22.49944  20.34651  18.79811  18.29316  17.98285
248.951332210827  -0.304632435056946  0.284531  21.48502  19.67432  18.12207  17.61227  17.29544
248.956627517001  -0.280484947073347  0.27004  21.69682  19.77877  18.28397  17.77841  17.46196
249.482063876612  -0.298771650370494  0.299474  22.81253  20.78589  19.25136  18.69987  18.33253
249.725213484111  -0.353291186705044  0.35063  22.38126  21.05501  19.31626  18.82812  18.42684
249.725672819757  -0.205240330377342  0.369535  24.20105  21.04475  19.11738  18.49172  18.15096
249.827293035876  -0.344886584319978  0.446534  23.90515  20.39412  18.7187  17.93315  17.53772
250.003279974591  -0.291949966493793  0.323754  23.44257  20.85537  19.18981  18.64826  18.38069
250.136204128148  -0.378665907406892  0.360633  21.49991  20.37943  18.60021  17.99715  17.6319
250.093341504972  -0.335058604736951  0.338225  23.10446  20.81148  19.12454  18.57457  18.25538
250.139213649901  -0.384208907038334  0.317734  21.92444  20.68358  19.1269  18.5779  18.19921
250.151702013878  -0.326792814893041  0.274649  22.48742  20.32263  18.83031  18.33211  17.98098
250.315231079897  -0.412456689694927  0.329965  22.37342  20.46005  18.80943  18.28452  17.97363
250.40128957338  -0.354533531374023  0.275418  22.53695  20.44526  18.96858  18.46719  18.10281
250.87718224344  -0.349005576316705  0.268397  22.63179  19.69515  18.19805  17.66881  17.39079
250.859080927042  -0.237198572196715  0.429917  21.98871  20.82931  19.10984  18.36403  17.94078
251.509699513002  -0.298895882138963  0.28872  23.07188  20.50709  19.00501  18.46976  18.16846
251.632115828175  -0.283031555136112  0.354966  24.23034  20.81327  19.16028  18.5438  18.15947
251.635039654423  -0.297957093855676  0.355571  22.78534  20.25107  18.49622  17.89343  17.45939
251.658406311478  -0.320329841060551  0.301053  23.49331  20.64429  19.07657  18.56599  18.17654
251.688488117242  -0.393317908315612  0.365075  21.44438  20.96607  19.3147  18.73066  18.34886
251.726140918664  -0.227071471272372  0.275074  22.20892  20.26718  18.78732  18.31404  17.97978
251.836421772281  -0.403353080791017  0.357819  21.94953  21.15045  19.36499  18.75623  18.46096
165.826133852056  0.0685887289353388  0.295562  22.52603  19.80766  18.21976  17.66499  17.30108
170.725261139286  0.188676667588488  0.337956  22.77732  21.15042  19.39076  18.86893  18.54512
183.199463852738  0.03632601783467  0.344227  24.37955  21.15119  19.50181  18.93419  18.52113
183.234981131148  0.192759686725389  0.339221  22.62686  20.57916  18.86524  18.27968  17.9403
183.307309164325  0.179361268993515  0.358329  23.87189  20.78304  19.0802  18.47184  18.09174
183.661934070221  0.181923486576552  0.328829  23.24346  20.19868  18.55288  17.95699  17.6461
183.748592431741  0.0057446492784538  0.288716  22.56293  20.31704  18.79391  18.25216  17.91884
183.753434601832  0.016200880767692  0.33456  22.48896  20.88008  19.24475  18.67247  18.315
184.05111262759  0.0716328131913549  0.318517  21.59388  19.96466  18.32994  17.77294  17.36219
184.288392121204  0.0820400590260115  0.312525  22.85856  20.37873  18.75847  18.20895  17.8184
184.242829501984  0.11525760270052  0.372162  23.6003  21.14873  19.4662  18.87321  18.39914
184.513528172672  0.104722983585191  0.307079  22.74043  19.80481  18.20264  17.61586  17.26854
184.512384394944  0.099036659171907  0.296949  22.79058  20.73343  19.20882  18.67183  18.2965
184.515309006898  0.0980966392170574  0.318406  23.40427  19.73194  18.0605  17.46238  17.07096
184.536400059323  0.186038601142057  0.403089  23.73623  20.98895  19.19888  18.50569  18.12148
184.557672447676  0.104373655021998  0.298159  23.32086  20.52587  18.9998  18.44202  18.06787
184.735823216814  0.148596186610283  0.314005  21.90787  20.23974  18.60289  18.09089  17.73703
184.689426234279  0.0869831239110817  0.335139  22.55733  20.54543  18.87553  18.34764  17.99522
184.725490035042  0.153562376182833  0.348634  23.73625  21.16944  19.41015  18.87804  18.53558
184.961312231952  0.205238198824765  0.273723  21.93155  19.81182  18.32972  17.841  17.54567
184.958007531744  0.00830926266197365  0.359205  23.46169  20.59821  18.88277  18.23148  17.92937
184.972314881571  0.083399277186712  0.380038  24.45  21.19566  19.35597  18.69814  18.4038
185.082215925506  0.0577675339005495  0.273431  23.45245  20.43623  18.96266  18.47593  18.10948
184.973721980513  0.0134170811058217  0.359267  21.74398  20.76073  18.98166  18.3942  18.00253
184.980723242856  0.13850100315653  0.293446  24.69243  20.71499  19.19786  18.72209  18.29935
185.210490684853  0.135938687399787  0.343148  22.20212  19.36268  17.6319  16.98796  16.60079
185.261654590633  0.19981141967794  0.396145  24.49668  21.0071  19.18853  18.49282  18.18693
185.118731846479  0.177789376791529  0.389312  22.39224  20.69825  18.90236  18.23336  17.83877
185.129218905807  0.135971098709207  0.294557  22.92051  20.55556  19.05367  18.51523  18.23112
185.242556069596  0.0852181623605921  0.379907  21.61117  20.73759  18.96194  18.30957  18.00773
185.343641447006  0.182867872906716  0.311161  22.32269  20.70251  19.11915  18.60278  18.33748
185.510795532322  0.186507830730586  0.46268  22.64087  20.8485  19.02867  18.19865  17.78308
185.744377300688  0.0380284261903937  0.339124  24.35161  19.91189  18.13809  17.51826  17.23576
185.712471879435  0.0744054406873206  0.320694  22.80562  20.69781  18.98692  18.47433  18.05146
185.959254675331  0.113246802720551  0.465465  25.66537  21.06769  19.26252  18.44397  17.98428
186.118067818625  0.172861162074301  0.33254  23.89397  20.29908  18.672  18.02468  17.78234
186.016536031155  0.15073371405976  0.280328  21.76838  19.89446  18.39618  17.86004  17.60941
186.29672212264  0.0321750104229562  0.266732  21.73959  18.82447  17.27966  16.73362  16.41372
186.259803299872  0.0786890328642135  0.283331  22.43677  20.32319  18.80995  18.28968  17.93698
186.593072899303  0.0512064586588942  0.386062  22.01423  20.73717  18.95756  18.27592  17.99066
186.598126188166  0.204678508421307  0.36669  22.45521  21.22163  19.33681  18.69213  18.45962
186.731559794491  0.157771600972737  0.295645  22.42534  20.34837  18.83203  18.33608  18.09602
186.664323299362  0.0449734252538317  0.325194  22.32836  20.28099  18.60674  18.0339  17.73764
186.635600328155  0.106670420777193  0.336385  22.06121  20.92205  19.28209  18.75131  18.37374
186.710946868376  0.0963924194436323  0.365519  23.18695  21.09537  19.35167  18.74126  18.30932
186.884510189344  0.167600385857145  0.283099  23.2115  20.65564  19.15294  18.64662  18.31048
186.925174295729  0.159687435708484  0.292285  21.80692  19.91228  18.3558  17.84764  17.51605
186.971135826259  0.160200088195394  0.288714  21.9908  20.19822  18.67265  18.11688  17.73855
186.916411312447  0.113033944967505  0.306066  22.34345  20.56368  18.98196  18.482  18.24143
187.006536771017  0.054023156055709  0.372071  22.84783  21.25293  19.51413  18.90501  18.47319
187.057575934839  0.18721509684056  0.34919  23.89958  20.81279  19.16734  18.56598  18.1916
187.075329365321  0.0971098009619803  0.320377  22.2816  20.2987  18.66509  18.08083  17.72617
187.159722859003  0.0920876111530073  0.340344  23.54082  20.75948  19.11047  18.52455  18.16237
187.201198593742  0.105439628590589  0.34398  22.55841  20.7937  19.13237  18.52833  18.26196
187.288469385592  0.102942064025842  0.403462  25.53106  21.21661  19.41422  18.7452  18.29285
187.388298603436  0.0559950747157207  0.341445  23.46321  21.03008  19.32353  18.79488  18.43569
187.472770737323  0.171883247107329  0.32379  23.11611  20.94004  19.34154  18.79142  18.41
187.859466526906  0.0631839710592565  0.37966  23.09793  21.02243  19.32777  18.70456  18.23313
187.991703843753  0.0651198739569052  0.363023  22.8689  20.90289  19.18933  18.57651  18.18314
188.14920050623  0.144387318654133  0.303148  22.1011  20.46611  18.91532  18.39408  18.07922
188.308812821952  0.147473491956528  0.277393  22.30409  19.93984  18.44612  17.88723  17.56414
188.487970131384  0.183256844884644  0.355144  23.79613  20.63463  18.94996  18.32525  17.98712
188.664360048069  0.116984159885678  0.267918  21.63158  19.36771  17.8678  17.31877  16.99702
188.918743588271  0.188625488860768  0.349711  22.45486  21.03998  19.34402  18.73331  18.41802
189.378102009042  0.0264619304256393  0.318524  22.43076  20.79478  19.19597  18.62479  18.35048
189.535579547217  0.209515785123352  0.344833  21.80475  20.50792  18.88026  18.25624  17.89195
189.706912573732  0.167139344938467  0.358672  23.52371  20.541  18.80009  18.17555  17.78889
189.682808005466  0.0307188214781394  0.305704  21.94922  20.25084  18.61562  18.12246  17.76951
189.897383559554  0.092518949863678  0.276918  22.96449  20.45923  18.96739  18.46798  18.11557
189.876795417848  0.0201654426267709  0.385286  25.74557  21.00924  19.33673  18.67968  18.27581
189.904885107695  0.116391458991169  0.332131  22.8418  20.69076  19.01195  18.42858  18.07577
190.57696922689  0.16269036781064  0.360011  22.67563  20.65627  18.87935  18.25811  17.86241
190.586045175133  0.183943801611047  0.342781  22.45116  20.47199  18.7428  18.14481  17.81845
190.511097606435  0.133818138161669  0.354515  22.91773  20.98577  19.24003  18.63612  18.37575
190.626624084758  0.176666658501241  0.315286  24.43812  20.39929  18.79741  18.23206  17.95647
190.647952695869  0.123864039231318  0.338931  22.30677  20.77557  19.09695  18.54286  18.18467
190.502371496678  0.0723956160473069  0.347341  23.17575  20.74333  19.11698  18.51064  18.18806
190.559600889768  0.136933053860722  0.348189  21.96927  20.67441  18.96699  18.45909  18.01999
190.6715617175  0.113754905583183  0.3019  24.48759  20.21603  18.68139  18.07255  17.76501
192.748895723999  0.0361180988290196  0.416159  22.39936  20.4514  18.77397  18.04826  17.66202
193.177660168026  0.0487042745065286  0.342844  24.93482  20.94864  19.26165  18.68579  18.4137
193.180810848308  0.04531156732137  0.349344  24.33609  21.08323  19.36535  18.80184  18.54453
193.370365493049  0.203355571441956  0.26548  22.18158  19.75322  18.25716  17.76449  17.4133
193.411891095581  0.069032268786927  0.353504  22.79949  21.09471  19.30483  18.70058  18.43114
193.450282551573  0.100718474547504  0.347179  23.9629  20.42538  18.64987  18.04621  17.7122
193.350069808785  0.127426827054091  0.372156  23.23859  21.23307  19.38099  18.75519  18.38507
193.354221674838  0.0138583749855796  0.3556  24.27205  21.08149  19.17763  18.56251  18.29605
193.369261971223  0.118111190669085  0.352281  22.4794  20.90283  19.1183  18.51538  18.29674
193.365081463178  0.108612849500707  0.360699  26.09317  21.03677  19.09553  18.53399  18.14223
193.474644466612  0.0721158833128299  0.350362  23.70217  21.15008  19.39619  18.78966  18.51971
193.622140198815  0.0790156451227837  0.350268  23.01377  20.45518  18.73484  18.13735  17.71863
193.587070101246  0.152360101470338  0.446486  23.86094  20.89676  19.229  18.45864  17.93333
193.749239642109  0.152786039937009  0.283357  22.48508  20.0011  18.47925  17.90997  17.58191
193.70050749961  0.049253824833135  0.459768  22.29295  20.7234  19.13119  18.335  17.94857
193.752076854114  0.163902813817044  0.470604  25.29716  21.25016  19.36581  18.52884  18.07809
193.815563326306  0.0919806633732276  0.37465  23.60335  20.1983  18.25907  17.61168  17.21342
193.814881676235  0.0432861076413135  0.387854  25.22953  20.70717  19.00692  18.32593  18.03826
194.020431808091  0.199101438881275  0.292584  22.35949  20.33603  18.78445  18.25264  17.94066
193.980136792888  0.133673533539616  0.331713  22.17071  20.14552  18.48268  17.87537  17.5423
194.312710485646  0.0464240899660841  0.360075  22.51904  20.67872  18.89838  18.28394  17.92783
194.483976666972  0.192455617262736  0.35387  23.2124  20.86179  19.03617  18.40941  18.16195
194.574855662105  0.148822576188809  0.294038  22.49593  20.49002  18.97616  18.46984  18.20984
194.788724266346  0.0851684350566859  0.261495  21.92604  19.82871  18.34751  17.82651  17.4769
194.748197881238  0.0459358982721049  0.361101  22.3138  21.05196  19.16989  18.61873  18.28575
195.067155192188  0.0930182687999805  0.361377  23.1983  21.01862  19.17408  18.57101  18.19663
195.264579370565  0.0547096591806173  0.27805  23.53194  19.66998  18.16777  17.60098  17.30564
195.258343183481  0.105890524154125  0.380577  23.18714  20.07116  18.24399  17.59095  17.16578
195.285139620753  0.00738163205531419  0.384431  22.57369  21.14995  19.33596  18.70971  18.26673
195.308597112803  0.0440737986674583  0.362881  23.7822  20.99854  19.2597  18.62634  18.26362
195.371369843677  0.0656461551708264  0.3155  22.72298  20.41315  18.85856  18.28428  17.90007
195.39130269243  0.0481748592334143  0.30392  23.06446  19.8222  18.2243  17.62882  17.29188
195.629339472852  0.125913519686628  0.349908  22.92005  20.52966  18.77679  18.15668  17.83458
195.955788956121  0.137966882088336  0.284761  23.59425  20.13111  18.62302  18.03383  17.64052
196.283903424674  0.0306538392994758  0.305888  22.62483  20.43094  18.84905  18.2674  17.93343
196.378902125815  0.17637066347502  0.361584  23.48902  20.93576  19.2443  18.62063  18.25455
196.459362374941  0.0320247245546424  0.341034  24.28781  21.04552  19.4178  18.80617  18.41855
196.602771828759  0.0566827742797388  0.34705  24.94402  21.15301  19.416  18.86438  18.51958
196.576744614387  0.205663819186826  0.351492  22.86726  20.39786  18.68533  18.07516  17.6736
196.599106274191  0.0371833620669196  0.324193  25.81306  20.6302  18.96525  18.41569  18.14876
196.601979619067  0.0363924923678624  0.318809  23.67242  20.69629  19.13259  18.53953  18.21129
196.563564911967  0.166831796079604  0.333863  22.94677  20.82712  19.20557  18.63328  18.23671
196.622610686194  0.209367225629083  0.340487  22.32611  20.99917  19.28602  18.69174  18.4056
196.724204219319  0.192200705928978  0.348894  22.8721  20.94212  19.27089  18.68741  18.34964
196.72572839716  0.138095104620305  0.352988  22.13176  20.69135  19.04164  18.43686  18.064
196.931127753575  0.142892410600824  0.389733  22.25924  20.90953  19.13635  18.47761  18.07797
196.862929541962  0.101443372922699  0.39496  22.80301  21.21287  19.46922  18.79846  18.39451
197.071455284755  0.10319142049771  0.316329  23.92349  20.32563  18.21186  17.62261  17.39648
197.053591231497  0.0574579789891941  0.302539  23.731  20.81247  19.262  18.70695  18.37847
196.985708959719  0.0932149748257743  0.365718  24.56196  21.07336  19.30514  18.72747  18.29916
197.110659418759  0.146905017828771  0.300675  22.52355  20.4745  18.91271  18.37993  18.04226
197.209836228932  0.170151299101494  0.290997  21.90718  19.82398  18.2366  17.70306  17.3926
197.102149309523  0.116337012863096  0.359418  22.78987  21.2736  19.3895  18.79749  18.50214
197.117095192111  0.032993330442333  0.439793  22.82511  21.02267  19.33188  18.57499  18.23413
197.31414595898  0.054956990015335  0.383052  24.77177  20.65134  18.89178  18.24112  17.8138
197.585769812972  0.114282652309407  0.332636  21.54957  20.42412  18.79575  18.25153  17.84701
197.659439952639  0.192834585085534  0.317003  24.85159  20.40983  18.79629  18.21636  17.89391
197.772551240213  0.133355553885743  0.32768  22.4381  19.84426  18.14647  17.54675  17.24016
197.840717944223  0.0508554013298924  0.502206  22.85764  21.03104  19.28797  18.35747  17.88977
197.843088491133  0.0740270828257235  0.471733  22.50486  21.10395  19.39648  18.54166  18.17793
197.942536096262  0.035676598005046  0.417607  24.7725  21.21387  19.49496  18.79129  18.36108
198.164660943815  0.0337860754267742  0.441182  25.36305  21.19499  19.46163  18.70474  18.28604
198.323922195897  0.00849473797567057  0.479703  24.47979  20.65021  18.96758  18.09892  17.78158
198.528198873236  0.206304798762841  0.268866  22.51579  19.84508  18.35307  17.82308  17.45786
198.511181438531  0.0289351408090172  0.452191  23.80727  21.05606  19.40334  18.62921  18.18362
198.656678619391  0.0566450242810758  0.28731  23.7962  20.7127  19.2141  18.67022  18.33974
198.657816045554  0.156331145271155  0.276679  21.70689  19.90793  18.41146  17.88391  17.52549
198.668060837023  0.0573358755042126  0.31462  22.47067  20.51818  18.98573  18.40933  18.11391
198.780430012997  0.0628218424498001  0.312147  23.19269  20.69945  19.12405  18.60061  18.2919
198.907330739016  0.118271725507161  0.290896  22.32778  20.4749  18.9692  18.44201  18.09012
198.957126224468  0.11770476940245  0.281968  22.22727  19.78567  18.24689  17.70969  17.36083
199.123615570703  0.0154126039183901  0.321563  23.70392  19.87894  18.27292  17.63974  17.2795
199.196089745353  0.162457523509768  0.301495  22.36363  20.18826  18.64482  18.04519  17.67785
199.189463778505  0.0189805144673283  0.302072  22.04636  19.81082  18.20524  17.62789  17.31118
199.430373470561  0.0812625481934199  0.356231  26.12687  21.06414  19.40448  18.80754  18.47634
199.627320692472  0.0302108823583936  0.309681  22.13086  20.35517  18.7665  18.21039  17.812
199.580520890136  0.105044767678307  0.472664  25.68153  20.7039  19.08958  18.2601  17.79787
199.624221948639  0.0429118186877536  0.290109  21.87472  20.36455  18.84517  18.31602  17.97823
199.766755668825  0.0106061459412144  0.294699  21.7501  20.12372  18.62365  18.03761  17.70116
199.632918359262  0.038488458150464  0.368626  23.89252  20.86928  19.17509  18.5389  18.1046
200.302945608923  0.143666439332636  0.347194  22.84807  20.60784  18.8932  18.31287  17.93244
200.784999336094  0.0906839289618218  0.440487  23.33019  20.84216  18.96983  18.207  17.69614
200.838295467986  0.0071599477865972  0.35869  21.95164  20.47739  18.77884  18.156  17.73952
200.979296360658  0.0993200140217499  0.332822  24.14457  20.40829  18.73372  18.15408  17.8236
201.327485259815  0.0152003805983487  0.291805  23.0727  20.35275  18.80304  18.25244  17.92206
201.440897437554  0.105606050057225  0.340687  23.33704  20.82401  19.15918  18.54597  18.17362
202.063085214169  0.0401831406792397  0.270554  21.69302  19.89407  18.41173  17.89158  17.5168
202.176506265482  0.0674158279290529  0.287667  22.46512  20.40166  18.89624  18.34333  17.97695
202.291430051111  0.171395118851656  0.37981  22.94741  20.59407  18.81394  18.15217  17.79617
203.028439713369  0.198195307301539  0.289366  22.24708  20.33284  18.79915  18.27051  17.95415
203.06975931544  0.212378157593134  0.275314  23.30972  20.60552  19.11631  18.62081  18.24904
203.126495843556  0.0705552417577344  0.35081  23.1392  20.87416  19.2366  18.66547  18.18925
203.170685793931  0.177722558860395  0.30505  21.61966  20.04387  18.43558  17.93744  17.56181
203.425177535294  0.0763302869915368  0.288355  23.0413  20.59951  19.10902  18.56102  18.22917
203.375341404896  0.175574467862879  0.336402  23.04115  20.97165  19.32667  18.75766  18.46571
203.526935000033  0.0289145014916027  0.473343  21.96304  20.60589  18.98051  18.14135  17.66322
203.905228276169  0.196446220424621  0.373144  24.8706  20.63591  18.85635  18.207  17.82837
203.94232578487  0.127247322682105  0.408682  25.29698  21.1805  19.15909  18.45099  18.07514
204.03405838396  0.0232393334451922  0.309789  22.5155  19.7389  18.12358  17.51221  17.15659
204.094193983888  0.0306600763981871  0.327037  24.00138  20.56713  18.88363  18.30924  18.04962
204.373343448878  0.192827553136738  0.342986  25.24327  20.48821  18.72631  18.15759  17.79374
204.377170183422  0.0078646548811029  0.267692  21.63993  19.65414  18.17224  17.66726  17.37073
204.393143905614  0.056240407934256  0.290861  23.97105  20.47903  18.9654  18.44757  18.11287
204.39623209677  0.0585425932405915  0.370454  22.58665  20.81576  19.05685  18.43163  17.97053
204.990466507913  0.19849867753073  0.335048  22.24182  20.86967  19.22331  18.68426  18.28542
